subid,subage,trial,agent,novel,pick,position_novel,correct,age_num,age_num_month,age_month,item,age
190307_8_me,3,8,Elephant,t16,bread,left,0,3.202739726027397,38,14,bread,1.172602739726027
190307_8_me,3,9,Cat,t21,carrot,left,0,3.202739726027397,38,14,carrot,1.172602739726027
190307_8_me,3,10,Frog,t09,duck,left,0,3.202739726027397,38,14,duck,1.172602739726027
190307_8_me,3,11,Mouse,t08,t08,left,1,3.202739726027397,38,14,apple,1.172602739726027
190307_8_me,3,12,Tiger,t11,t11,right,1,3.202739726027397,38,14,plug,1.172602739726027
190307_9_me,4,1,Cat,t07,t07,left,1,4.03013698630137,48,24,barrel,2
190307_9_me,4,2,Sheep,t17,t17,right,1,4.03013698630137,48,24,plug,2
190307_9_me,4,3,Bear,t03,t03,right,1,4.03013698630137,48,24,apple,2
190307_9_me,4,4,Mouse,t02,t02,left,1,4.03013698630137,48,24,eggplant,2
190307_9_me,4,5,Elephant,t21,t21,right,1,4.03013698630137,48,24,kite,2
190307_9_me,4,6,Beaver,t09,t09,left,1,4.03013698630137,48,24,garlic,2
190307_9_me,4,7,Bunny,t08,t08,left,1,4.03013698630137,48,24,horseshoe,2
190307_9_me,4,8,Tiger,t14,t14,right,1,4.03013698630137,48,24,pawn,2
190307_9_me,4,9,Monkey,t16,t16,left,1,4.03013698630137,48,24,papaya,2
190307_9_me,4,10,Pig,t20,t20,right,1,4.03013698630137,48,24,bread,2
190307_9_me,4,11,Dog,t11,t11,right,1,4.03013698630137,48,24,carrot,2
190307_9_me,4,12,Frog,t04,t04,left,1,4.03013698630137,48,24,duck,2
190307_10_me,3,1,Bunny,t07,t07,right,1,3.96986301369863,48,24,plug,1.9397260273972599
190307_10_me,3,2,Frog,t02,t02,right,1,3.96986301369863,48,24,garlic,1.9397260273972599
190307_10_me,3,3,Sheep,t11,bread,left,0,3.96986301369863,48,24,bread,1.9397260273972599
190307_10_me,3,4,Beaver,t17,t17,right,1,3.96986301369863,48,24,carrot,1.9397260273972599
190307_10_me,3,5,Tiger,t12,t12,left,1,3.96986301369863,48,24,apple,1.9397260273972599
190307_10_me,3,6,Bear,t01,pawn,left,0,3.96986301369863,48,24,pawn,1.9397260273972599
190307_10_me,3,7,Elephant,t03,eggplant,left,0,3.96986301369863,48,24,eggplant,1.9397260273972599
190307_10_me,3,8,Monkey,t09,papaya,left,0,3.96986301369863,48,24,papaya,1.9397260273972599
190307_10_me,3,9,Cat,t14,horseshoe,left,0,3.96986301369863,48,24,horseshoe,1.9397260273972599
190307_10_me,3,10,Mouse,t08,t08,right,1,3.96986301369863,48,24,duck,1.9397260273972599
190307_10_me,3,11,Pig,t21,t21,right,1,3.96986301369863,48,24,barrel,1.9397260273972599
190307_10_me,3,12,Dog,t19,t19,right,1,3.96986301369863,48,24,kite,1.9397260273972599
190307_11_me,3,1,Frog,t14,t14,left,1,3.1452054794520548,38,14,papaya,1.1150684931506847
190307_11_me,3,2,Mouse,t04,t04,left,1,3.1452054794520548,38,14,horseshoe,1.1150684931506847
190307_11_me,3,3,Monkey,t16,t16,right,1,3.1452054794520548,38,14,carrot,1.1150684931506847
190307_11_me,3,4,Bunny,t02,t02,right,1,3.1452054794520548,38,14,kite,1.1150684931506847
190307_11_me,3,5,Bear,t12,t12,left,1,3.1452054794520548,38,14,eggplant,1.1150684931506847
190307_11_me,3,6,Cat,t09,barrel,left,0,3.1452054794520548,38,14,barrel,1.1150684931506847
190307_11_me,3,7,Dog,t17,t17,right,1,3.1452054794520548,38,14,apple,1.1150684931506847
190307_11_me,3,8,Elephant,t03,t03,right,1,3.1452054794520548,38,14,bread,1.1150684931506847
190307_11_me,3,9,Pig,t08,t08,right,1,3.1452054794520548,38,14,garlic,1.1150684931506847
190307_11_me,3,10,Sheep,t01,t01,left,1,3.1452054794520548,38,14,plug,1.1150684931506847
190307_11_me,3,11,Beaver,t21,pawn,left,0,3.1452054794520548,38,14,pawn,1.1150684931506847
190307_11_me,3,12,Tiger,t07,t07,right,1,3.1452054794520548,38,14,duck,1.1150684931506847
190308_2_me,2,1,Dog,t17,t17,right,1,2.863013698630137,34,10,plug,0.8328767123287668
190308_2_me,2,2,Bunny,t14,pawn,left,0,2.863013698630137,34,10,pawn,0.8328767123287668
190308_2_me,2,3,Cat,t12,garlic,left,0,2.863013698630137,34,10,garlic,0.8328767123287668
190308_2_me,2,4,Frog,t02,t02,left,1,2.863013698630137,34,10,apple,0.8328767123287668
190308_2_me,2,5,Elephant,t16,t16,right,1,2.863013698630137,34,10,bread,0.8328767123287668
190308_2_me,2,6,Beaver,t07,t07,right,1,2.863013698630137,34,10,carrot,0.8328767123287668
190308_2_me,2,7,Mouse,t11,t11,left,1,2.863013698630137,34,10,kite,0.8328767123287668
190308_2_me,2,8,Pig,t15,barrel,right,0,2.863013698630137,34,10,barrel,0.8328767123287668
190308_2_me,2,9,Monkey,t19,horseshoe,left,0,2.863013698630137,34,10,horseshoe,0.8328767123287668
190308_2_me,2,10,Sheep,t20,t20,right,1,2.863013698630137,34,10,duck,0.8328767123287668
190308_2_me,2,11,Tiger,t03,t03,right,1,2.863013698630137,34,10,papaya,0.8328767123287668
190308_2_me,2,12,Bear,t04,t04,left,1,2.863013698630137,34,10,eggplant,0.8328767123287668
190308_3_me,3,1,Tiger,t03,t03,right,1,3.408219178082192,41,17,bread,1.378082191780822
190308_3_me,3,2,Sheep,t01,t01,left,1,3.408219178082192,41,17,carrot,1.378082191780822
190308_3_me,3,3,Dog,t14,t14,left,1,3.408219178082192,41,17,pawn,1.378082191780822
190308_3_me,3,4,Monkey,t12,t12,left,1,3.408219178082192,41,17,garlic,1.378082191780822
190308_3_me,3,5,Pig,t15,horseshoe,right,0,3.408219178082192,41,17,horseshoe,1.378082191780822
190308_3_me,3,6,Beaver,t04,t04,left,1,3.408219178082192,41,17,kite,1.378082191780822
190308_3_me,3,7,Cat,t09,barrel,right,0,3.408219178082192,41,17,barrel,1.378082191780822
190308_3_me,3,8,Bear,t20,t20,right,1,3.408219178082192,41,17,duck,1.378082191780822
190308_3_me,3,9,Mouse,t07,t07,left,1,3.408219178082192,41,17,apple,1.378082191780822
190308_3_me,3,10,Elephant,t11,eggplant,right,0,3.408219178082192,41,17,eggplant,1.378082191780822
190308_3_me,3,11,Bunny,t08,plug,right,0,3.408219178082192,41,17,plug,1.378082191780822
190308_3_me,3,12,Frog,t02,t02,left,1,3.408219178082192,41,17,papaya,1.378082191780822
190308_4_me,2,1,Sheep,t14,t14,right,1,2.8575342465753426,34,10,carrot,0.8273972602739725
190308_4_me,2,2,Bunny,t02,t02,left,1,2.8575342465753426,34,10,apple,0.8273972602739725
190308_4_me,2,3,Cat,t09,t09,right,1,2.8575342465753426,34,10,papaya,0.8273972602739725
190308_4_me,2,4,Mouse,t11,t11,right,1,2.8575342465753426,34,10,plug,0.8273972602739725
190308_4_me,2,5,Beaver,t12,t12,right,1,2.8575342465753426,34,10,bread,0.8273972602739725
190308_4_me,2,6,Dog,t08,t08,right,1,2.8575342465753426,34,10,garlic,0.8273972602739725
190308_4_me,2,7,Tiger,t04,t04,right,1,2.8575342465753426,34,10,eggplant,0.8273972602739725
190308_4_me,2,8,Monkey,t16,duck,left,0,2.8575342465753426,34,10,duck,0.8273972602739725
190308_4_me,2,9,Elephant,t15,t15,left,1,2.8575342465753426,34,10,kite,0.8273972602739725
190308_4_me,2,10,Frog,t03,t03,left,1,2.8575342465753426,34,10,horseshoe,0.8273972602739725
190308_4_me,2,11,Bear,t19,pawn,left,0,2.8575342465753426,34,10,pawn,0.8273972602739725
190308_4_me,2,12,Pig,t01,barrel,left,0,2.8575342465753426,34,10,barrel,0.8273972602739725
190308_5_me,2,1,Monkey,t09,barrel,left,0,2.6164383561643834,31,7,barrel,0.5863013698630133
190308_5_me,2,2,Elephant,t12,carrot,right,0,2.6164383561643834,31,7,carrot,0.5863013698630133
190308_5_me,2,3,Cat,t20,t20,right,1,2.6164383561643834,31,7,garlic,0.5863013698630133
190308_5_me,2,4,Tiger,t04,t04,right,1,2.6164383561643834,31,7,plug,0.5863013698630133
190308_5_me,2,5,Bear,t15,horseshoe,left,0,2.6164383561643834,31,7,horseshoe,0.5863013698630133
190308_5_me,2,6,Mouse,t21,pawn,left,0,2.6164383561643834,31,7,pawn,0.5863013698630133
190308_5_me,2,7,Dog,t19,t19,right,1,2.6164383561643834,31,7,eggplant,0.5863013698630133
190308_5_me,2,8,Frog,t02,t02,right,1,2.6164383561643834,31,7,papaya,0.5863013698630133
190308_5_me,2,9,Pig,t11,bread,left,0,2.6164383561643834,31,7,bread,0.5863013698630133
190308_5_me,2,10,Beaver,t03,kite,left,0,2.6164383561643834,31,7,kite,0.5863013698630133
190308_5_me,2,11,Sheep,t07,t07,right,1,2.6164383561643834,31,7,duck,0.5863013698630133
190308_5_me,2,12,Bunny,t14,apple,left,0,2.6164383561643834,31,7,apple,0.5863013698630133
190308_6_me,3,1,Beaver,t09,t09,right,1,3.0794520547945203,37,13,bread,1.0493150684931503
190308_6_me,3,2,Bear,t16,barrel,left,0,3.0794520547945203,37,13,barrel,1.0493150684931503
190308_6_me,3,3,Monkey,t08,t08,right,1,3.0794520547945203,37,13,kite,1.0493150684931503
190308_6_me,3,4,Tiger,t02,garlic,right,0,3.0794520547945203,37,13,garlic,1.0493150684931503
190308_6_me,3,5,Mouse,t04,eggplant,left,0,3.0794520547945203,37,13,eggplant,1.0493150684931503
190308_6_me,3,6,Cat,t07,t07,right,1,3.0794520547945203,37,13,pawn,1.0493150684931503
190308_6_me,3,7,Bunny,t19,t19,left,1,3.0794520547945203,37,13,duck,1.0493150684931503
190308_6_me,3,8,Dog,t21,t21,left,1,3.0794520547945203,37,13,plug,1.0493150684931503
190308_6_me,3,9,Frog,t17,horseshoe,right,0,3.0794520547945203,37,13,horseshoe,1.0493150684931503
190308_6_me,3,10,Elephant,t20,papaya,right,0,3.0794520547945203,37,13,papaya,1.0493150684931503
190308_6_me,3,11,Sheep,t12,t12,left,1,3.0794520547945203,37,13,apple,1.0493150684931503
190308_6_me,3,12,Pig,t15,t15,left,1,3.0794520547945203,37,13,carrot,1.0493150684931503
190313_1_me,2,1,Tiger,t03,apple,right,0,2.8109589041095893,34,10,apple,0.7808219178082192
190313_1_me,2,2,Mouse,t19,t19,left,1,2.8109589041095893,34,10,barrel,0.7808219178082192
190313_1_me,2,3,Pig,t17,pawn,right,0,2.8109589041095893,34,10,pawn,0.7808219178082192
190313_1_me,2,4,Bear,t08,t08,left,1,2.8109589041095893,34,10,papaya,0.7808219178082192
190313_1_me,2,5,Frog,t21,plug,right,0,2.8109589041095893,34,10,plug,0.7808219178082192
190313_1_me,2,6,Elephant,t02,t02,left,1,2.8109589041095893,34,10,carrot,0.7808219178082192
190313_1_me,2,7,Bunny,t11,t11,left,1,2.8109589041095893,34,10,horseshoe,0.7808219178082192
190313_1_me,2,8,Sheep,t20,bread,right,0,2.8109589041095893,34,10,bread,0.7808219178082192
190313_1_me,2,9,Monkey,t09,garlic,right,0,2.8109589041095893,34,10,garlic,0.7808219178082192
190313_1_me,2,10,Cat,t04,kite,right,0,2.8109589041095893,34,10,kite,0.7808219178082192
190313_1_me,2,11,Beaver,t16,t16,left,1,2.8109589041095893,34,10,duck,0.7808219178082192
190313_1_me,2,12,Dog,t12,t12,left,1,2.8109589041095893,34,10,eggplant,0.7808219178082192
190313_2_me,3,1,Mouse,t04,t04,left,1,3.734246575342466,45,21,bread,1.7041095890410958
190313_2_me,3,2,Pig,t16,t16,left,1,3.734246575342466,45,21,garlic,1.7041095890410958
190313_2_me,3,3,Tiger,t14,t14,left,1,3.734246575342466,45,21,kite,1.7041095890410958
190313_2_me,3,4,Sheep,t08,t08,right,1,3.734246575342466,45,21,pawn,1.7041095890410958
190313_2_me,3,5,Elephant,t07,t07,left,1,3.734246575342466,45,21,duck,1.7041095890410958
190313_2_me,3,6,Dog,t19,barrel,right,0,3.734246575342466,45,21,barrel,1.7041095890410958
190313_2_me,3,7,Bear,t12,t12,right,1,3.734246575342466,45,21,carrot,1.7041095890410958
190313_2_me,3,8,Bunny,t21,t21,left,1,3.734246575342466,45,21,horseshoe,1.7041095890410958
190313_2_me,3,9,Beaver,t02,t02,left,1,3.734246575342466,45,21,papaya,1.7041095890410958
190313_2_me,3,10,Monkey,t09,plug,right,0,3.734246575342466,45,21,plug,1.7041095890410958
190313_2_me,3,11,Frog,t01,t01,right,1,3.734246575342466,45,21,apple,1.7041095890410958
190313_2_me,3,12,Cat,t11,t11,right,1,3.734246575342466,45,21,eggplant,1.7041095890410958
190313_3_me,2,1,Bear,t09,t09,left,1,2.589041095890411,31,7,apple,0.558904109589041
190313_3_me,2,2,Pig,t21,t21,left,1,2.589041095890411,31,7,carrot,0.558904109589041
190313_3_me,2,3,Beaver,t14,papaya,right,0,2.589041095890411,31,7,papaya,0.558904109589041
190313_3_me,2,4,Tiger,t04,barrel,right,0,2.589041095890411,31,7,barrel,0.558904109589041
190313_3_me,2,5,Mouse,t12,pawn,right,0,2.589041095890411,31,7,pawn,0.558904109589041
190313_3_me,2,6,Cat,t01,t01,left,1,2.589041095890411,31,7,eggplant,0.558904109589041
190313_3_me,2,7,Sheep,t17,bread,right,0,2.589041095890411,31,7,bread,0.558904109589041
190313_3_me,2,8,Monkey,t11,t11,left,1,2.589041095890411,31,7,plug,0.558904109589041
190313_3_me,2,9,Elephant,t02,horseshoe,right,0,2.589041095890411,31,7,horseshoe,0.558904109589041
190313_3_me,2,10,Frog,t20,kite,right,0,2.589041095890411,31,7,kite,0.558904109589041
190313_3_me,2,11,Dog,t03,t03,left,1,2.589041095890411,31,7,garlic,0.558904109589041
190313_3_me,2,12,Bunny,t07,t07,left,1,2.589041095890411,31,7,duck,0.558904109589041
190313_4_me,4,1,Elephant,t03,horseshoe,left,0,4.7315068493150685,57,33,horseshoe,2.7013698630136984
190313_4_me,4,2,Dog,t19,t19,left,1,4.7315068493150685,57,33,bread,2.7013698630136984
190313_4_me,4,3,Mouse,t20,t20,left,1,4.7315068493150685,57,33,duck,2.7013698630136984
190313_4_me,4,4,Frog,t11,t11,right,1,4.7315068493150685,57,33,garlic,2.7013698630136984
190313_4_me,4,5,Beaver,t15,t15,right,1,4.7315068493150685,57,33,eggplant,2.7013698630136984
190313_4_me,4,6,Bear,t12,t12,left,1,4.7315068493150685,57,33,apple,2.7013698630136984
190313_4_me,4,7,Cat,t09,t09,right,1,4.7315068493150685,57,33,carrot,2.7013698630136984
190313_4_me,4,8,Bunny,t16,t16,right,1,4.7315068493150685,57,33,barrel,2.7013698630136984
190313_4_me,4,9,Sheep,t14,t14,right,1,4.7315068493150685,57,33,papaya,2.7013698630136984
190313_4_me,4,10,Pig,t07,t07,left,1,4.7315068493150685,57,33,plug,2.7013698630136984
190313_4_me,4,11,Monkey,t17,pawn,right,0,4.7315068493150685,57,33,pawn,2.7013698630136984
190313_4_me,4,12,Tiger,t08,t08,left,1,4.7315068493150685,57,33,kite,2.7013698630136984
190313_5_me,3,1,Bunny,t09,garlic,right,0,3.032876712328767,36,12,garlic,1.002739726027397
190313_5_me,3,2,Mouse,t15,pawn,left,0,3.032876712328767,36,12,pawn,1.002739726027397
190313_5_me,3,3,Cat,t20,t20,left,1,3.032876712328767,36,12,kite,1.002739726027397
190313_5_me,3,4,Frog,t02,t02,left,1,3.032876712328767,36,12,eggplant,1.002739726027397
190313_5_me,3,5,Monkey,t03,barrel,right,0,3.032876712328767,36,12,barrel,1.002739726027397
190313_5_me,3,6,Bear,t16,t16,right,1,3.032876712328767,36,12,apple,1.002739726027397
190313_5_me,3,7,Dog,t01,t01,right,1,3.032876712328767,36,12,bread,1.002739726027397
190313_5_me,3,8,Pig,t17,t17,right,1,3.032876712328767,36,12,plug,1.002739726027397
190313_5_me,3,9,Sheep,t19,t19,right,1,3.032876712328767,36,12,horseshoe,1.002739726027397
190313_5_me,3,10,Beaver,t14,t14,left,1,3.032876712328767,36,12,carrot,1.002739726027397
190313_5_me,3,11,Tiger,t04,duck,left,0,3.032876712328767,36,12,duck,1.002739726027397
190313_5_me,3,12,Elephant,t11,papaya,left,0,3.032876712328767,36,12,papaya,1.002739726027397
190313_6_me,4,1,Elephant,t02,t02,left,1,4.813698630136987,58,34,bread,2.7835616438356166
190313_6_me,4,2,Pig,t15,t15,left,1,4.813698630136987,58,34,barrel,2.7835616438356166
190313_6_me,4,3,Frog,t14,t14,left,1,4.813698630136987,58,34,eggplant,2.7835616438356166
190313_6_me,4,4,Mouse,t03,t03,right,1,4.813698630136987,58,34,kite,2.7835616438356166
190313_6_me,4,5,Dog,t19,t19,right,1,4.813698630136987,58,34,duck,2.7835616438356166
190313_6_me,4,6,Monkey,t09,t09,left,1,4.813698630136987,58,34,garlic,2.7835616438356166
190313_6_me,4,7,Bunny,t11,t11,left,1,4.813698630136987,58,34,apple,2.7835616438356166
190313_6_me,4,8,Beaver,t12,t12,right,1,4.813698630136987,58,34,papaya,2.7835616438356166
190313_6_me,4,9,Tiger,t01,plug,left,0,4.813698630136987,58,34,plug,2.7835616438356166
190313_6_me,4,10,Bear,t07,t07,right,1,4.813698630136987,58,34,carrot,2.7835616438356166
190313_6_me,4,11,Cat,t20,t20,right,1,4.813698630136987,58,34,pawn,2.7835616438356166
190313_6_me,4,12,Sheep,t08,t08,right,1,4.813698630136987,58,34,horseshoe,2.7835616438356166
190313_7_me,3,1,Sheep,t04,t04,right,1,3.326027397260274,40,16,plug,1.2958904109589038
190313_7_me,3,2,Frog,t08,t08,right,1,3.326027397260274,40,16,apple,1.2958904109589038
190313_7_me,3,3,Beaver,t19,t19,left,1,3.326027397260274,40,16,duck,1.2958904109589038
190313_7_me,3,4,Tiger,t17,t17,right,1,3.326027397260274,40,16,horseshoe,1.2958904109589038
190313_7_me,3,5,Pig,t14,t14,left,1,3.326027397260274,40,16,barrel,1.2958904109589038
190313_7_me,3,6,Bunny,t21,t21,right,1,3.326027397260274,40,16,pawn,1.2958904109589038
190313_7_me,3,7,Cat,t09,kite,left,0,3.326027397260274,40,16,kite,1.2958904109589038
190313_7_me,3,8,Elephant,t20,t20,left,1,3.326027397260274,40,16,eggplant,1.2958904109589038
190313_7_me,3,9,Monkey,t11,t11,left,1,3.326027397260274,40,16,bread,1.2958904109589038
190313_7_me,3,10,Mouse,t15,t15,right,1,3.326027397260274,40,16,papaya,1.2958904109589038
190313_7_me,3,11,Dog,t07,t07,right,1,3.326027397260274,40,16,carrot,1.2958904109589038
190313_7_me,3,12,Bear,t03,t03,left,1,3.326027397260274,40,16,garlic,1.2958904109589038
190313_8_me,2,1,Pig,t16,t16,right,1,2.841095890410959,34,10,plug,0.8109589041095888
190313_8_me,2,2,Beaver,t14,garlic,left,0,2.841095890410959,34,10,garlic,0.8109589041095888
190313_8_me,2,3,Frog,t08,barrel,left,0,2.841095890410959,34,10,barrel,0.8109589041095888
190313_8_me,2,4,Monkey,t03,horseshoe,left,0,2.841095890410959,34,10,horseshoe,0.8109589041095888
190313_8_me,2,5,Bear,t07,pawn,left,0,2.841095890410959,34,10,pawn,0.8109589041095888
190313_8_me,2,6,Sheep,t21,t21,right,1,2.841095890410959,34,10,eggplant,0.8109589041095888
190313_8_me,2,7,Cat,t15,t15,left,1,2.841095890410959,34,10,bread,0.8109589041095888
190313_8_me,2,8,Elephant,t01,t01,left,1,2.841095890410959,34,10,carrot,0.8109589041095888
190313_8_me,2,9,Bunny,t09,t09,right,1,2.841095890410959,34,10,kite,0.8109589041095888
190313_8_me,2,10,Mouse,t17,t17,right,1,2.841095890410959,34,10,apple,0.8109589041095888
190313_8_me,2,11,Tiger,t19,t19,right,1,2.841095890410959,34,10,papaya,0.8109589041095888
190313_8_me,2,12,Dog,t02,t02,right,1,2.841095890410959,34,10,duck,0.8109589041095888
190313_9_me,4,1,Elephant,t15,t15,right,1,4.295890410958904,52,28,apple,2.265753424657534
190313_9_me,4,2,Tiger,t19,carrot,left,0,4.295890410958904,52,28,carrot,2.265753424657534
190313_9_me,4,3,Bear,t08,t08,right,1,4.295890410958904,52,28,eggplant,2.265753424657534
190313_9_me,4,4,Monkey,t09,horseshoe,left,0,4.295890410958904,52,28,horseshoe,2.265753424657534
190313_9_me,4,5,Pig,t11,t11,right,1,4.295890410958904,52,28,barrel,2.265753424657534
190313_9_me,4,6,Cat,t14,t14,right,1,4.295890410958904,52,28,kite,2.265753424657534
190313_9_me,4,7,Sheep,t17,plug,left,0,4.295890410958904,52,28,plug,2.265753424657534
190313_9_me,4,8,Beaver,t01,bread,left,0,4.295890410958904,52,28,bread,2.265753424657534
190313_9_me,4,9,Dog,t03,pawn,left,0,4.295890410958904,52,28,pawn,2.265753424657534
190313_9_me,4,10,Frog,t04,t04,right,1,4.295890410958904,52,28,papaya,2.265753424657534
190313_9_me,4,11,Bunny,t07,t07,right,1,4.295890410958904,52,28,garlic,2.265753424657534
190313_9_me,4,12,Mouse,t12,duck,left,0,4.295890410958904,52,28,duck,2.265753424657534
